Ensembl_ID	555de98a-5925-41d0-8095-7ae42c480861
ENSG00000004799.7	11.454299293619899
ENSG00000004809.12	6.658211482751795
ENSG00000004838.12	9.483815777264256
ENSG00000004846.15	5.247927513443585
ENSG00000004848.6	6.169925001442312
ENSG00000004864.12	11.745674324002135
ENSG00000004866.17	10.850968150982439
ENSG00000004897.10	11.747353829478062
ENSG00000004939.12	0.0
ENSG00000004948.12	3.0
ENSG00000004961.13	10.337621901992508
ENSG00000004975.10	10.834471049984222
ENSG00000005001.8	7.098032082960526
ENSG00000005007.11	13.428621886091111
ENSG00000005020.11	11.823367240046235
ENSG00000005022.5	14.33601832633192
ENSG00000005059.14	11.02167404285837
ENSG00000005073.5	5.882643049361842
ENSG00000005075.14	10.944712061043486
ENSG00000005100.11	11.374496145691516
ENSG00000005102.11	7.599912842187128
ENSG00000005108.14	7.118941072723508
ENSG00000005156.10	10.824958740528523
ENSG00000005175.8	10.984418458801137
ENSG00000005187.10	7.870364719583405
ENSG00000005189.18	8.39231742277876
ENSG00000005194.13	11.721953612801386
ENSG00000005206.15	11.006326078524934
ENSG00000005238.18	9.67595703294175
ENSG00000005243.8	8.721099188707186
ENSG00000005249.11	11.019590728357882
ENSG00000005302.16	11.347621368568134
ENSG00000005339.11	12.66266837551754
ENSG00000005379.14	8.994353436858859
ENSG00000005381.7	3.4594316186372973
ENSG00000005421.7	5.754887502163468
ENSG00000005436.12	10.75905593916017
ENSG00000005448.15	10.54978466794786
ENSG00000005469.10	8.88264304936184
ENSG00000005471.14	5.247927513443585
ENSG00000005483.18	12.326148561205557
ENSG00000005486.15	12.699355555588463
ENSG00000005513.9	10.897845456005511
ENSG00000005700.13	11.9947069952581
ENSG00000005801.15	10.67065624911844
ENSG00000005810.16	11.335948565202298
ENSG00000005812.9	11.169925001442312
ENSG00000005844.16	10.568906154502084
ENSG00000005882.10	8.977279923499916
ENSG00000005884.16	11.554109152574004
ENSG00000005889.14	10.620219825507487
ENSG00000005893.14	14.106726502039173
ENSG00000005961.16	5.357552004618084
ENSG00000005981.11	3.584962500721156
ENSG00000006007.10	12.947636937951827
ENSG00000006015.16	10.491853096329674
ENSG00000006016.9	7.2384047393250786
ENSG00000006025.10	8.885696373339394
ENSG00000006042.10	9.818582177480858
ENSG00000006047.11	8.658211482751796
ENSG00000006059.3	1.584962500721156
ENSG00000006062.12	11.076147528022505
ENSG00000006071.10	5.977279923499917
ENSG00000006116.3	2.584962500721156
ENSG00000006118.13	13.239300174364203
ENSG00000006125.15	14.42757474756509
ENSG00000006128.10	1.584962500721156
ENSG00000006194.9	10.960725994839057
ENSG00000006210.6	10.174925682500678
ENSG00000006282.18	9.965784284662087
ENSG00000006283.16	3.807354922057604
ENSG00000006327.12	12.746094383705463
ENSG00000006377.10	8.977279923499916
ENSG00000006432.14	10.422064766172813
ENSG00000006451.6	12.659772961881611
ENSG00000006453.12	11.65687172561398
ENSG00000006459.9	10.758223214726724
ENSG00000006468.12	8.071462362556623
ENSG00000006530.14	11.44190670454224
ENSG00000006534.14	9.658211482751796
ENSG00000006555.9	9.473705749619416
ENSG00000006576.15	10.77066389291676
ENSG00000006606.7	2.807354922057604
ENSG00000006607.12	11.92035285541508
ENSG00000006611.14	1.584962500721156
ENSG00000006625.16	12.62844554013718
ENSG00000006634.6	10.689124404913258
ENSG00000006638.10	6.614709844115208
ENSG00000006652.12	13.003693582737847
ENSG00000006659.11	2.584962500721156
ENSG00000006695.9	10.226412192788786
ENSG00000006704.9	11.240195053979924
ENSG00000006712.13	12.010178404020541
ENSG00000006715.14	11.690434556395054
ENSG00000006740.15	7.94251450533924
ENSG00000006744.17	12.19506456372082
ENSG00000006747.13	7.20945336562895
ENSG00000006756.14	10.7657004876511
ENSG00000006757.10	9.759888183221834
ENSG00000006788.11	3.4594316186372973
ENSG00000006831.9	14.385390590256906
ENSG00000006837.10	5.459431618637297
ENSG00000007001.11	2.584962500721156
ENSG00000007038.9	10.236014191900084
ENSG00000007047.13	11.124121311829187
ENSG00000007062.10	14.480916393533324
ENSG00000007080.9	12.157662727208448
ENSG00000007129.16	6.539158811108031
ENSG00000007168.11	12.853504501021279
ENSG00000007171.15	6.714245517666122
ENSG00000007174.16	3.321928094887362
ENSG00000007202.13	13.502707514164372
ENSG00000007216.13	1.584962500721156
ENSG00000007237.17	9.577428828035748
ENSG00000007255.9	10.29232163280204
ENSG00000007264.12	10.00982861736811
ENSG00000007306.13	1.0
ENSG00000007312.11	7.787902559391432
ENSG00000007314.10	4.459431618637297
ENSG00000007341.17	9.63117705570398
ENSG00000007350.15	1.584962500721156
ENSG00000007372.19	7.977279923499917
ENSG00000007376.6	11.231821178657404
ENSG00000007384.14	10.326429487122303
ENSG00000007392.15	10.712527000439824
ENSG00000007402.10	5.882643049361842
ENSG00000007516.12	3.9068905956085187
ENSG00000007520.3	11.339850002884624
ENSG00000007541.13	11.352043425795433
ENSG00000007545.14	10.371776644337924
ENSG00000007866.17	10.818582177480858
ENSG00000007908.14	8.936637939002571
ENSG00000007923.14	11.627989784315703
ENSG00000007933.11	8.383704292474052
ENSG00000007944.13	9.843921051289035
ENSG00000007952.16	5.857980995127572
ENSG00000007968.6	11.389093521904474
ENSG00000008018.8	13.83851456335862
ENSG00000008056.11	5.491853096329675
ENSG00000008083.12	11.385323176175872
ENSG00000008086.9	10.335390354693924
ENSG00000008118.8	5.906890595608519
ENSG00000008128.21	7.960001932068081
ENSG00000008130.14	11.979425195331473
ENSG00000008196.11	13.46326891598129
ENSG00000008197.4	1.0
ENSG00000008226.18	5.554588851677638
ENSG00000008256.14	10.744833837499545
ENSG00000008277.13	10.878050912728536
ENSG00000008282.6	12.852724560447674
ENSG00000008283.14	12.645208082774683
__no_feature	21.264242135626425
__ambiguous	21.371549610414178
__too_low_aQual	0.0
__not_aligned	0.0
__alignment_not_unique	24.49233151095002
